OrderID,OrderDate,Customer,City,Region,Product,Qty,UnitPrice,Amount,PaymentMethod,Status
ORD-M202604-1066,10/04/2026,Eduardo Mendoza,Cebu City,Central Visayas,CDO Corned Beef,2,33.0,66.0,GCash,Delivered
ORD-M202604-1067,18/04/2026,Pedro Torres,Tarlac City,Central Luzon,Boy Bawang 100g,4,18.0,72.0,COD,Delivered
ORD-M202604-1068,14/04/2026,Pedro Torres,Tarlac City,Central Luzon,Palmolive Shampoo Sachet,14,6.0,84.0,Cash,Pending
ORD-M202604-1069,24/04/2026,Corazon Reyes,Calamba,CALABARZON,Joy Dishwashing Liquid 250ml,17,38.0,646.0,GCash,Returned
ORD-M202604-1070,23/04/2026,Eduardo Mendoza,Tagum,Davao Region,ILUV Ballpen,11,10.0,110.0,COD,Delivered
ORD-M202604-1071,12/04/2026,Manuel Flores,Angeles City,Central Luzon,Argentina Corned Beef,8,35.0,280.0,COD,Delivered
ORD-M202604-1072,29/04/2026,Luz Garcia,Tagum,Davao Region,Nissin Cup Noodles,5,20.0,100.0,COD,Delivered
ORD-M202604-1073,22/04/2026,Maria Bautista,Mandaue,Central Visayas,Lucky Me Beef Sotanghon,5,13.0,65.0,GCash,Delivered
ORD-M202604-1074,29/04/2026,Rosa Castillo,Angeles City,Central Luzon,Nova Multigrain 78g,16,30.0,480.0,Cash,Delivered
ORD-M202604-1075,26/04/2026,Eduardo Mendoza,Batangas City,CALABARZON,Nova Multigrain 78g,2,30.0,60.0,Cash,Delivered
ORD-M202604-1076,04/04/2026,Cristina Torres,Quezon City,NCR,Lucky Me Beef Sotanghon,1,13.0,13.0,Cash,Delivered
ORD-M202604-1077,10/04/2026,Rosa Del Rosario,Angeles City,Central Luzon,Safeguard Soap Bar,5,28.0,140.0,Cash,Delivered
ORD-M202604-1078,20/04/2026,Josefina Reyes,Dasmarinas,CALABARZON,Argentina Corned Beef,1,35.0,35.0,Cash,Delivered
ORD-M202604-1079,21/04/2026,Manuel Santos,Mandaue,Central Visayas,Nescafe 3-in-1 Sachet,20,8.0,160.0,GCash,Delivered
ORD-M202604-1080,22/04/2026,Fernando Ocampo,Tagum,Davao Region,Joy Dishwashing Liquid 250ml,5,38.0,190.0,COD,Returned
ORD-M202604-1081,23/04/2026,Teresa Torres,Tagum,Davao Region,C2 Green Tea 500ml,4,22.0,88.0,Cash,Delivered
ORD-M202604-1082,30/04/2026,Cristina Santos,Makati,NCR,Lucky Me Pancit Canton Noodles,8,14.0,112.0,COD,Delivered
ORD-M202604-1083,26/04/2026,Roberto Bautista,Calamba,CALABARZON,SkyFlakes Crackers,6,15.0,90.0,GCash,Delivered
ORD-M202604-1084,11/04/2026,Ricardo Bautista, Manila,NCR,C2 Green Tea 500ml,2,22.0,44.0,GCash,Delivered
ORD-M202604-1085,11/04/2026,Josefina Pascual,Tarlac City,Central Luzon,Lucky Me Beef Sotanghon,5,13.0,65.0,COD,Cancelled
ORD-M202604-1086,05/04/2026,Ana Villanueva,Tarlac City,Central Luzon,Lucky Me Pancit Canton Noodles,12,14.0,168.0,Cash,Delivered
ORD-M202604-1087,18/04/2026,Teresa Villanueva,Malolos,Central Luzon,Head & Shoulders Sachet,15,7.0,105.0,Cash,Delivered
ORD-M202604-1088,19/04/2026,Elena Cruz,Angeles City,Central Luzon,Domex Toilet Cleaner,2,55.0,110.0,Maya,Delivered
ORD-M202604-1089,01/04/2026,Corazon Torres,Cebu City,Central Visayas,Argentina Corned Beef,1,35.0,35.0,Bank Transfer,Pending
ORD-M202604-1090,30/04/2026,Juan Bautista,Angeles City,Central Luzon,Lucky Me Pancit Canton Noodles,15,14.0,210.0,GCash,Delivered
ORD-M202604-1091,13/04/2026,Antonio Bautista,Davao City,Davao Region,555 Sardines,6,22.0,132.0,COD,Delivered
ORD-M202604-1092,18/04/2026,Carmen Villanueva,Tarlac City,Central Luzon,Sta. Maria Crayons,13,40.0,520.0,COD,Delivered
ORD-M202604-1093,05/04/2026,Josefina Pascual,Tarlac City,Central Luzon,Argentina Corned Beef,8,35.0,280.0,Maya,Returned
ORD-M202604-1094,17/04/2026,Maria Cruz,Tagbilaran,Central Visayas,555 Sardines,20,22.0,440.0,Cash,Delivered
ORD-M202604-1095,22/04/2026,Luz Aquino,Tarlac City,Central Luzon,Head & Shoulders Sachet,3,7.0,21.0,Bank Transfer,Delivered
ORD-M202604-1096,30/04/2026,Ricardo Garcia,Batangas City,CALABARZON,Colgate Toothpaste 75ml,16,45.0,720.0,COD,Pending
ORD-M202604-1097,19/04/2026,Roberto Aquino,Cebu City,Central Visayas,Nova Multigrain 78g,9,30.0,270.0,Maya,Delivered
ORD-M202604-1098,30/04/2026,Roberto Santos,Bacolod,Western Visayas,Coca-Cola 1.5L,9,65.0,585.0,COD,Delivered
ORD-M202604-1099,22/04/2026,Elena Garcia,Mandaue,Central Visayas,Head & Shoulders Sachet,15,7.0,105.0,Bank Transfer,Delivered
ORD-M202604-1100,07/04/2026,Eduardo Ocampo,Tagum,Davao Region,Piattos 85g,14,32.0,448.0,GCash,Cancelled
ORD-M202604-1101,21/04/2026,Cristina Castillo,Mandaue,Central Visayas,555 Sardines,6,22.0,132.0,GCash,Pending
ORD-M202604-1102,14/04/2026,Pedro Garcia,Pasig,NCR,C2 Green Tea 500ml,17,22.0,374.0,Cash,Cancelled
ORD-M202604-1103,08/04/2026,Eduardo Bautista,Cebu City,Central Visayas,Colgate Toothpaste 75ml,9,45.0,405.0,COD,Delivered
ORD-M202604-1104,24/04/2026,Cristina Garcia,Dasmarinas,CALABARZON,Piattos 85g,1,32.0,32.0,Cash,Delivered
ORD-M202604-1105,13/04/2026,Corazon Aquino,Tagum,Davao Region,Yellow Pad Paper,13,12.0,156.0,GCash,Returned
ORD-M202604-1106,25/04/2026,Corazon Villanueva,Angeles City,Central Luzon,555 Sardines,17,22.0,374.0,Cash,Delivered
ORD-M202604-1107,08/04/2026,Antonio Flores,Manila,NCR,CDO Corned Beef,8,33.0,264.0,Maya,Delivered
ORD-M202604-1108,19/04/2026,Juan Reyes,Quezon City,NCR,ILUV Ballpen,11,10.0,110.0,Cash,Cancelled
ORD-M202604-1109,27/04/2026,Fernando Garcia,Iloilo City,Western Visayas,C2 Green Tea 500ml,3,22.0,66.0,Bank Transfer,Delivered
ORD-M202604-1110,26/04/2026,Maria Pascual,Tagum,Davao Region,Coca-Cola 1.5L,16,65.0,1040.0,GCash,Delivered
ORD-M202604-1111,24/04/2026,Manuel Mendoza,Tagbilaran,Central Visayas,Argentina Corned Beef,5,35.0,175.0,Maya,Delivered
ORD-M202604-1112,19/04/2026,Eduardo Bautista,Cebu City,Central Visayas,Milo Sachet,6,9.0,54.0,COD,Delivered
ORD-M202604-1113,20/04/2026,Ana Del Rosario,Manila,NCR,Argentina Corned Beef,5,35.0,175.0,GCash,Delivered
ORD-M202604-1114,22/04/2026,Jose Ocampo,Dasmarinas,CALABARZON,C2 Green Tea 500ml,4,22.0,88.0,COD,Delivered
ORD-M202604-1115,29/04/2026,Juan Flores,Iloilo City,Western Visayas,Domex Toilet Cleaner,1,55.0,55.0,Cash,Delivered
ORD-M202604-1116,28/04/2026,Cristina Santos,Makati,NCR,Argentina Corned Beef,19,35.0,665.0,Cash,Delivered
ORD-M202604-1117,07/04/2026,Fernando Santos,Bacolod,Western Visayas,Argentina Corned Beef,15,35.0,525.0,Maya,Delivered
ORD-M202604-1118,11/04/2026,Manuel Reyes,Quezon City,NCR,Lucky Me Beef Sotanghon,20,13.0,260.0,Bank Transfer,Delivered
ORD-M202604-1119,06/04/2026,Corazon Bautista,Davao City,Davao Region,555 Sardines,5,22.0,110.0,Maya,Delivered
ORD-M202604-1120,08/04/2026,Roberto Ocampo,Iloilo City,Western Visayas,Head & Shoulders Sachet,20,7.0,140.0,Bank Transfer,Pending
ORD-M202604-1121,20/04/2026,Maria Castillo,Tagum,Davao Region,Head & Shoulders Sachet,17,7.0,119.0,COD,Delivered
ORD-M202604-1122,03/04/2026,Ricardo Ocampo,Pasig,NCR,Zonrox Bleach 500ml,7,32.0,224.0,Cash,Delivered
ORD-M202604-1123,14/04/2026,Jose Bautista,Calamba,CALABARZON,C2 Green Tea 500ml,11,22.0,242.0,GCash,Pending
ORD-M202604-1124,30/04/2026,Ana Cruz,Quezon City,NCR,Head & Shoulders Sachet,19,7.0,133.0,GCash,Delivered
ORD-M202604-1125,24/04/2026,Josefina Pascual,Manila,NCR,CDO Corned Beef,5,33.0,165.0,GCash,Delivered
ORD-M202604-1126,10/04/2026,Jose Reyes,Tagum,Davao Region,Lucky Me Beef Sotanghon,14,13.0,182.0,Maya,Cancelled
ORD-M202604-1127,30/04/2026,Josefina Pascual,Manila,NCR,Surf Powder Sachet,16,8.0,128.0,COD,Delivered
ORD-M202604-1128,06/04/2026,Teresa Reyes,Calamba,CALABARZON,Milo Sachet,18,9.0,162.0,Bank Transfer,Cancelled
ORD-M202604-1129,02/04/2026,Pedro Torres,Cebu  City,Central Visayas,Argentina Corned Beef,9,35.0,315.0,COD,Delivered
ORD-M202604-1130,29/04/2026,Antonio Flores,Angeles City,Central Luzon,CDO Corned Beef,6,33.0,198.0,COD,Delivered
ORD-M202604-1131,09/04/2026,Teresa Pascual,Tagum,Davao Region,SkyFlakes Crackers,1,15.0,15.0,COD,Delivered
ORD-M202604-1132,29/04/2026,Carmen Reyes,Tagbilaran,Central Visayas,Milo Sachet,9,9.0,81.0,Maya,Delivered
ORD-M202604-1133,19/04/2026,Eduardo Ocampo,Tagum,Davao Region,C2 Green Tea 500ml,5,22.0,110.0,Cash,Returned
ORD-M202604-1134,12/04/2026,Rosa Del Rosario,Angeles City,Central Luzon,Coca-Cola 1.5L,18,65.0,1170.0,Maya,Delivered
ORD-M202604-1135,20/04/2026,Maria Mendoza, Manila,NCR,Palmolive Shampoo Sachet,1,6.0,6.0,Cash,Delivered
ORD-M202604-1136,04/04/2026,Pedro Cruz,Manila,NCR,Nescafe 3-in-1 Sachet,5,8.0,40.0,COD,Delivered
ORD-M202604-1137,11/04/2026,Eduardo Ocampo,Tagum,Davao Region,Piattos 85g,2,32.0,64.0,COD,Cancelled
ORD-M202604-1138,04/04/2026,Ricardo Ocampo,Quezon City,NCR,Piattos 85g,8,32.0,256.0,GCash,Returned
ORD-M202604-1139,14/04/2026,Ricardo Ocampo,Quezon City,NCR,Lucky Me Beef Sotanghon,11,13.0,143.0,COD,Cancelled
ORD-M202604-1140,24/04/2026,Ramon Mendoza,Tagum,Davao Region,SkyFlakes Crackers,10,15.0,150.0,Maya,Delivered
ORD-M202604-1141,06/04/2026,Rosa Aquino,Pasig,NCR,Surf Powder Sachet,6,8.0,48.0,Bank Transfer,Delivered
ORD-M202604-1142,05/04/2026,Eduardo Mendoza,Tagum,Davao Region,ILUV Ballpen,18,10.0,180.0,Bank Transfer,Cancelled
ORD-M202604-1143,23/04/2026,Cristina Pascual,Davao City,Davao Region,Colgate Toothpaste 75ml,8,45.0,360.0,COD,Delivered
ORD-M202604-1144,11/04/2026,Elena Aquino,Iloilo City,Western Visayas,Yellow Pad Paper,13,12.0,156.0,GCash,Delivered
ORD-M202604-1145,03/04/2026,Eduardo Mendoza,Cebu City,Central Visayas,Coca-Cola 1.5L,14,65.0,910.0,COD,Delivered
ORD-M202604-1146,18/04/2026,Ana Del Rosario,Manila,NCR,Zonrox Bleach 500ml,20,32.0,640.0,COD,Delivered
ORD-M202604-1147,17/04/2026,Cristina Torres,Quezon City,NCR,Lucky Me Pancit Canton Noodles,16,14.0,224.0,COD,Delivered
ORD-M202604-1148,10/04/2026,Ana Ramos,Malolos,Central Luzon,Surf Powder Sachet,11,8.0,88.0,GCash,Delivered
ORD-M202604-1149,24/04/2026,Rosa Pascual,Manila,NCR,Palmolive Shampoo Sachet,6,6.0,36.0,COD,Cancelled
ORD-M202604-1150,09/04/2026,Maria Villanueva,Calamba,CALABARZON,Joy Dishwashing Liquid 250ml,1,38.0,38.0,Maya,Cancelled
ORD-M202604-1151,06/04/2026,Pedro Ocampo,Cebu City,Central Visayas,Argentina Corned Beef,9,35.0,315.0,COD,Cancelled
ORD-M202604-1152,04/04/2026,Elena Torres,Tarlac City,Central Luzon,Piattos 85g,10,32.0,320.0,COD,Delivered
ORD-M202604-1153,16/04/2026,Roberto Santos,Bacolod,Western Visayas,Palmolive Shampoo Sachet,16,6.0,96.0,GCash,Delivered
ORD-M202604-1154,14/04/2026,Elena Cruz,Angeles City,Central Luzon,Argentina Corned Beef,7,35.0,245.0,Cash,Cancelled
ORD-M202604-1155,02/04/2026,Jose Santos,Cebu City,Central Visayas,Palmolive Shampoo Sachet,11,6.0,66.0,Maya,Delivered
ORD-M202604-1156,16/04/2026,Luz Reyes,Tarlac City,Central Luzon,Nova Multigrain 78g,17,30.0,510.0,GCash,Pending
ORD-M202604-1157,06/04/2026,Carmen Flores,Tarlac City,Central Luzon,Milo Sachet,13,9.0,117.0,GCash,Delivered
ORD-M202604-1158,18/04/2026,Luz Pascual,Cebu City,Central Visayas,Coca-Cola 1.5L,12,65.0,780.0,GCash,Delivered
ORD-M202604-1159,28/04/2026,Roberto Flores,Dasmarinas,CALABARZON,Argentina Corned Beef,2,35.0,70.0,GCash,Delivered
ORD-M202604-1160,08/04/2026,Roberto Garcia, Manila,NCR,Safeguard Soap Bar,19,28.0,532.0,Cash,Delivered
ORD-M202604-1161,15/04/2026,Rosa Del Rosario,Angeles City,Central Luzon,Domex Toilet Cleaner,12,55.0,660.0,Maya,Returned
ORD-M202604-1162,30/04/2026,Teresa Reyes,Iloilo City,Western Visayas,SkyFlakes Crackers,11,15.0,165.0,COD,Delivered
ORD-M202604-1163,30/04/2026,Ana Ramos,Tarlac City,Central Luzon,CDO Corned Beef,2,33.0,66.0,COD,Delivered
ORD-M202604-1164,05/04/2026,Antonio Mendoza,Calamba,CALABARZON,Boy Bawang 100g,16,18.0,288.0,Cash,Delivered
ORD-M202604-1165,03/04/2026,Josefina Cruz,Makati,NCR,555 Sardines,18,22.0,396.0,Maya,Cancelled
ORD-M202604-1166,21/04/2026,Luz Castillo,Calamba,CALABARZON,Milo Sachet,12,9.0,108.0,COD,Delivered
ORD-M202604-1167,30/04/2026,Eduardo Mendoza,Tagum,Davao Region,Domex Toilet Cleaner,1,55.0,55.0,GCash,Delivered
ORD-M202604-1168,03/04/2026,Rosa Del Rosario,Pasig,NCR,Lucky Me Beef Sotanghon,7,13.0,91.0,Maya,Delivered
ORD-M202604-1169,27/04/2026,Ana Ramos,Malolos,Central Luzon,Surf Powder Sachet,18,8.0,144.0,Bank Transfer,Delivered
ORD-M202604-1170,11/04/2026,Luz Reyes,Dasmarinas,CALABARZON,Yellow Pad Paper,5,12.0,60.0,COD,Delivered
ORD-M202604-1171,11/04/2026,Manuel Reyes,Quezon City,NCR,ILUV Ballpen,11,10.0,110.0,COD,Pending
ORD-M202604-1172,27/04/2026,Fernando Ocampo,Tagum,Davao Region,CDO Corned Beef,1,33.0,33.0,Cash,Delivered
ORD-M202604-1173,04/04/2026,Maria Bautista,Mandaue,Central Visayas,Milo Sachet,20,9.0,180.0,GCash,Delivered
ORD-M202604-1174,24/04/2026,Juan Bautista,Angeles City,Central Luzon,Milo Sachet,8,9.0,72.0,GCash,Pending
ORD-M202604-1175,29/04/2026,Ana Cruz,Quezon City,NCR,Nova Multigrain 78g,1,30.0,30.0,COD,Returned
ORD-M202604-1176,17/04/2026,Teresa Reyes,Iloilo City,Western Visayas,SkyFlakes Crackers,11,15.0,165.0,Cash,Delivered
ORD-M202604-1177,28/04/2026,Maria Villanueva,Calamba,CALABARZON,ILUV Ballpen,20,10.0,200.0,GCash,Delivered
ORD-M202604-1178,03/04/2026,Manuel Santos,Mandaue,Central Visayas,ILUV Ballpen,2,10.0,20.0,Cash,Returned
ORD-M202604-1179,16/04/2026,Maria Santos,Bacolod,Western Visayas,Yellow Pad Paper,20,12.0,240.0,COD,Cancelled
ORD-M202604-1180,17/04/2026,Teresa Reyes,Calamba,CALABARZON,C2 Green Tea 500ml,16,22.0,352.0,GCash,Delivered
ORD-M202604-1181,29/04/2026,Teresa Villanueva,Malolos,Central Luzon,C2 Green Tea 500ml,12,22.0,264.0,Cash,Delivered
ORD-M202604-1182,13/04/2026,Roberto Aquino,cebu city,Central Visayas,C2 Green Tea 500ml,11,22.0,242.0,COD,Delivered
ORD-M202604-1183,13/04/2026,Fernando Pascual,Dasmarinas,CALABARZON,Palmolive Shampoo Sachet,12,6.0,72.0,COD,Cancelled
ORD-M202604-1184,24/04/2026,Eduardo Pascual,Tarlac City,Central Luzon,Argentina Corned Beef,16,35.0,560.0,COD,Delivered
ORD-M202604-1185,11/04/2026,Rosa Del Rosario,Pasig,NCR,Milo Sachet,15,9.0,135.0,COD,Delivered
ORD-M202604-1186,15/04/2026,Corazon Bautista,Davao City,Davao Region,Nescafe 3-in-1 Sachet,3,8.0,24.0,Cash,Delivered
ORD-M202604-1187,17/04/2026,Eduardo Aquino,Tarlac City,Central Luzon,555 Sardines,7,22.0,154.0,GCash,Delivered
ORD-M202604-1188,10/04/2026,Manuel Mendoza,Mandaue,Central Visayas,Nescafe 3-in-1 Sachet,5,8.0,40.0,Bank Transfer,Returned
ORD-M202604-1189,12/04/2026,Luz Torres,Mandaue,Central Visayas,Lucky Me Pancit Canton Noodles,14,14.0,196.0,GCash,Pending
ORD-M202604-1190,05/04/2026,Maria Mendoza,Manila,NCR,CDO Corned Beef,1,33.0,33.0,Cash,Delivered
ORD-M202604-1191,10/04/2026,Fernando Garcia,Tagbilaran,Central Visayas,Zonrox Bleach 500ml,19,32.0,608.0,Cash,Delivered
ORD-M202604-1192,15/04/2026,Antonio Santos,Iloilo City,Western Visayas,CDO Corned Beef,6,33.0,198.0,Bank Transfer,Delivered
ORD-M202604-1193,10/04/2026,Rosa Del Rosario,Angeles City,Central Luzon,Zonrox Bleach 500ml,16,32.0,512.0,Cash,Delivered
ORD-M202604-1194,07/04/2026,Pedro Castillo,Cebu City,Central Visayas,Lucky Me Beef Sotanghon,16,13.0,208.0,COD,Cancelled
ORD-M202604-1195,22/04/2026,Josefina Santos,Bacolod,Western Visayas,C2 Green Tea 500ml,10,22.0,220.0,COD,Delivered
ORD-M202604-1196,14/04/2026,Luz Ocampo,Bacolod,Western Visayas,Safeguard Soap Bar,20,28.0,560.0,COD,Delivered
