OrderID,OrderDate,Customer,City,Region,Product,Qty,UnitPrice,Amount,PaymentMethod,Status
ORD-M202605-1130,06/05/2026,Rosa Castillo,Angeles City,Central Luzon,Safeguard Soap Bar,20,28.0,560.0,GCash,Delivered
ORD-M202605-1131,24/05/2026,Elena Aquino,Iloilo City,Western Visayas,Milo Sachet,15,9.0,135.0,Bank Transfer,Delivered
ORD-M202605-1132,07/05/2026,Eduardo Bautista,Cebu City,Central Visayas,Yellow Pad Paper,8,12.0,96.0,Cash,Cancelled
ORD-M202605-1133,24/05/2026,Ana Cruz,Quezon City,NCR,Palmolive Shampoo Sachet,2,6.0,12.0,Maya,Delivered
ORD-M202605-1134,17/05/2026,Maria Pascual,Tagum,Davao Region,Joy Dishwashing Liquid 250ml,4,38.0,152.0,GCash,Delivered
ORD-M202605-1135,14/05/2026,Fernando Villanueva,Bacolod,Western Visayas,Milo Sachet,17,9.0,153.0,Cash,Delivered
ORD-M202605-1136,30/05/2026,Elena Torres,Angeles City,Central Luzon,Head & Shoulders Sachet,12,7.0,84.0,COD,Returned
ORD-M202605-1137,21/05/2026,Pedro Reyes,Tagum,Davao Region,Nova Multigrain 78g,12,30.0,360.0,Cash,Delivered
ORD-M202605-1138,08/05/2026,Jose Del Rosario,Tagbilaran,Central Visayas,SkyFlakes Crackers,13,15.0,195.0,Maya,Delivered
ORD-M202605-1139,08/05/2026,Luz Reyes,Dasmarinas,CALABARZON,Piattos 85g,5,32.0,160.0,GCash,Delivered
ORD-M202605-1140,24/05/2026,Fernando Pascual,Dasmarinas,CALABARZON,Piattos 85g,15,32.0,480.0,GCash,Delivered
ORD-M202605-1141,25/05/2026,Ana Villanueva,Tarlac City,Central Luzon,C2 Green Tea 500ml,8,22.0,176.0,COD,Delivered
ORD-M202605-1142,30/05/2026,Elena Torres,Tarlac City,Central Luzon,Head & Shoulders Sachet,13,7.0,91.0,Maya,Delivered
ORD-M202605-1143,03/05/2026,Ana Flores,Tagum,Davao Region,555 Sardines,18,22.0,396.0,Cash,Pending
ORD-M202605-1144,13/05/2026,Carmen Mendoza,Malolos,Central Luzon,ILUV Ballpen,4,10.0,40.0,COD,Pending
ORD-M202605-1145,06/05/2026,Josefina Pascual,Manila,NCR,Sterling Notebook,15,18.0,270.0,Cash,Delivered
ORD-M202605-1146,07/05/2026,Corazon Villanueva,Makati,NCR,Nissin Cup Noodles,4,20.0,80.0,Maya,Pending
ORD-M202605-1147,30/05/2026,Ana Ramos,Tarlac City,Central Luzon,Nescafe 3-in-1 Sachet,6,8.0,48.0,COD,Cancelled
ORD-M202605-1148,17/05/2026,Rosa Del Rosario,Angeles City,Central Luzon,C2 Green Tea 500ml,9,22.0,198.0,GCash,Cancelled
ORD-M202605-1149,11/05/2026,Roberto Bautista,Calamba,CALABARZON,Joy Dishwashing Liquid 250ml,1,38.0,38.0,GCash,Cancelled
ORD-M202605-1150,17/05/2026,Corazon Torres,Cebu City,Central Visayas,Nescafe 3-in-1 Sachet,5,8.0,40.0,Maya,Delivered
ORD-M202605-1151,24/05/2026,Rosa Pascual,manila,NCR,Domex Toilet Cleaner,12,55.0,660.0,Cash,Returned
ORD-M202605-1152,22/05/2026,Roberto Flores,Dasmarinas,CALABARZON,Piattos 85g,3,32.0,96.0,COD,Pending
ORD-M202605-1153,07/05/2026,Carmen Villanueva,Tarlac City,Central Luzon,Boy Bawang 100g,19,18.0,342.0,GCash,Delivered
ORD-M202605-1154,21/05/2026,Manuel Flores,Dasmarinas,CALABARZON,Surf Powder Sachet,7,8.0,56.0,GCash,Cancelled
ORD-M202605-1155,28/05/2026,Roberto Del Rosario,Malolos,Central Luzon,Milo Sachet,2,9.0,18.0,Bank Transfer,Returned
ORD-M202605-1156,15/05/2026,Josefina Ramos,Cebu City,Central Visayas,Milo Sachet,11,9.0,99.0,GCash,Delivered
ORD-M202605-1157,15/05/2026,Josefina Ramos,Cebu City,Central Visayas,Nissin Cup Noodles,19,20.0,380.0,Cash,Cancelled
ORD-M202605-1158,05/05/2026,Carmen Mendoza,Malolos,Central Luzon,Nescafe 3-in-1 Sachet,2,8.0,16.0,Cash,Delivered
ORD-M202605-1159,13/05/2026,Manuel Villanueva,Tarlac City,Central Luzon,Nissin Cup Noodles,10,20.0,200.0,COD,Delivered
ORD-M202605-1160,31/05/2026,Maria Mendoza,Manila,NCR,C2 Green Tea 500ml,7,22.0,154.0,COD,Delivered
ORD-M202605-1161,11/05/2026,Luz Pascual,Cebu City,Central Visayas,Boy Bawang 100g,15,18.0,270.0,Cash,Delivered
ORD-M202605-1162,25/05/2026,Maria Bautista,Mandaue,Central Visayas,555 Sardines,19,22.0,418.0,COD,Delivered
ORD-M202605-1163,03/05/2026,Carmen Reyes,Tagbilaran,Central Visayas,Joy Dishwashing Liquid 250ml,11,38.0,418.0,Maya,Delivered
ORD-M202605-1164,16/05/2026,Ana Cruz,Quezon City,NCR,Safeguard Soap Bar,16,28.0,448.0,Maya,Pending
ORD-M202605-1165,05/05/2026,Ana Flores,Tagum,Davao Region,Lucky Me Pancit Canton Noodles,12,14.0,168.0,COD,Cancelled
ORD-M202605-1166,02/05/2026,Fernando Pascual,Quezon City,NCR,Joy Dishwashing Liquid 250ml,6,38.0,228.0,COD,Delivered
ORD-M202605-1167,07/05/2026,Ricardo Bautista,Tagum,Davao Region,555 Sardines,11,22.0,242.0,GCash,Cancelled
ORD-M202605-1168,24/05/2026,Pedro Ocampo,Manila,NCR,Zonrox Bleach 500ml,2,32.0,64.0,COD,Delivered
ORD-M202605-1169,16/05/2026,Cristina Flores,Quezon City,NCR,555 Sardines,15,22.0,330.0,Cash,Pending
ORD-M202605-1170,21/05/2026,Luz Torres,Mandaue,Central Visayas,555 Sardines,7,22.0,154.0,COD,Delivered
ORD-M202605-1171,30/05/2026,Josefina Reyes,Dasmarinas,CALABARZON,Head & Shoulders Sachet,7,7.0,49.0,GCash,Delivered
ORD-M202605-1172,10/05/2026,Ricardo Cruz,Calamba,CALABARZON,Yellow Pad Paper,15,12.0,180.0,Maya,Delivered
ORD-M202605-1173,06/05/2026,Antonio Flores,Manila,NCR,Argentina Corned Beef,8,35.0,280.0,Cash,Delivered
ORD-M202605-1174,28/05/2026,Luz Garcia,Tagum,Davao Region,Nissin Cup Noodles,3,20.0,60.0,COD,Cancelled
ORD-M202605-1175,22/05/2026,Ricardo Bautista, Manila,NCR,Head & Shoulders Sachet,12,7.0,84.0,GCash,Delivered
ORD-M202605-1176,29/05/2026,Carmen Flores,Tarlac City,Central Luzon,Sterling Notebook,10,18.0,180.0,GCash,Delivered
ORD-M202605-1177,01/05/2026,Corazon Villanueva,Makati,NCR,CDO Corned Beef,19,33.0,627.0,Cash,Delivered
ORD-M202605-1178,26/05/2026,Teresa Mendoza,Cebu City,Central Visayas,Domex Toilet Cleaner,3,55.0,165.0,GCash,Delivered
ORD-M202605-1179,03/05/2026,Ricardo Bautista,Tagum,Davao Region,Coca-Cola 1.5L,13,65.0,845.0,Cash,Cancelled
ORD-M202605-1180,24/05/2026,Pedro Santos,Iloilo City,Western Visayas,Zonrox Bleach 500ml,14,32.0,448.0,COD,Delivered
ORD-M202605-1181,15/05/2026,Juan Villanueva,Pasig,NCR,Safeguard Soap Bar,11,28.0,308.0,Maya,Delivered
ORD-M202605-1182,28/05/2026,Pedro Santos,Iloilo City,Western Visayas,Palmolive Shampoo Sachet,11,6.0,66.0,Cash,Test
ORD-M202605-1183,28/05/2026,Pedro Aquino,Malolos,Central Luzon,CDO Corned Beef,18,33.0,594.0,Maya,Returned
ORD-M202605-1184,07/05/2026,Jose Torres,Dasmarinas,CALABARZON,Nissin Cup Noodles,8,20.0,160.0,COD,Delivered
ORD-M202605-1185,29/05/2026,Roberto Flores,Dasmarinas,CALABARZON,ILUV Ballpen,16,10.0,160.0,Maya,Delivered
ORD-M202605-1186,31/05/2026,Rosa Del Rosario,Angeles City,Central Luzon,555 Sardines,20,22.0,440.0,GCash,Pending
ORD-M202605-1187,27/05/2026,Teresa Torres,Tagum,Davao Region,C2 Green Tea 500ml,17,22.0,374.0,COD,Delivered
ORD-M202605-1188,17/05/2026,Roberto Bautista,Calamba,CALABARZON,C2 Green Tea 500ml,8,22.0,176.0,Bank Transfer,Pending
ORD-M202605-1189,17/05/2026,Carmen Pascual,Bacolod,Western Visayas,Surf Powder Sachet,7,8.0,56.0,Cash,Delivered
ORD-M202605-1190,22/05/2026,Manuel Ramos,Tagbilaran,Central Visayas,555 Sardines,17,22.0,374.0,GCash,Pending
ORD-M202605-1191,31/05/2026,Pedro Cruz,Cebu City,Central Visayas,Nova Multigrain 78g,8,30.0,240.0,GCash,Delivered
ORD-M202605-1192,18/05/2026,Antonio Flores,Angeles City,Central Luzon,Yellow Pad Paper,11,12.0,132.0,COD,Delivered
ORD-M202605-1193,04/05/2026,Rosa Pascual,Manila,NCR,Colgate Toothpaste 75ml,15,45.0,675.0,Cash,Pending
ORD-M202605-1194,07/05/2026,Roberto Bautista,Tagum,Davao Region,Domex Toilet Cleaner,19,55.0,1045.0,COD,Delivered
ORD-M202605-1195,25/05/2026,Juan Villanueva,Pasig,NCR,CDO Corned Beef,18,33.0,594.0,GCash,Delivered
ORD-M202605-1196,17/05/2026,Teresa Reyes,Iloilo City,Western Visayas,Lucky Me Pancit Canton Noodles,19,14.0,266.0,Cash,Delivered
